"<ID>";"N0 =: Nhum";"N0 =: Nnr";"N0 =: le fait Qu P";"N0 =: V1-inf W";"[extrap]";"<ENT>Ppv";"Ppv =: se figé";"Ppv =: en figé";"Ppv =: Neg";"<ENT>V";"Neg";"Aux =: avoir";"Aux =: être";"N0 être V-ant";"N0 V";"N0 être Vpp W";"N1 =: Qu Pind";"N1 =: Qu Psubj";"Prép N1 =: Prép ce Qu P = Qu P";"N1 =: si P ou si P";"N1 =: V0-inf W";"Tc =: passé";"Tc =: futur";"Vc =: devoir";"Vc =: pouvoir";"Vc =: savoir";"N1 =: ce(ci+la)";"Prép N1 =: Prép Qu P = Ppv";"à N1 =: à ce Qu P = là";"à N1 = Ppv =: le";"N1 =: Nhum";"Prép N1hum = Ppv";"N1 =: N-hum";"N1 =: le fait Qu P";"Prép N1-hum = Ppv";"il être Vpp Prép N1 (E+par N0)";"N0 V contre Nhum";"<OPT>";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"87";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"oeuvrer";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"Max oeuvre à ce que tout soit en ordre"
"88";"+";"-";"-";"-";"-";"s'";"+";"-";"-";"offrir";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Max s'offre (pour+à tout)remettre en ordre"
"89";"+";"-";"-";"-";"-";"s'";"+";"-";"-";"opiniâtrer";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"Max s'opiniâtre à ce que tout soit en ordre"
"90";"~";"~";"~";"~";"~";"s'";"+";"-";"-";"opposer";"-";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'oppose à(Luc+ce que Luc vienne)"
"91";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"pallier";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"+";"-";"+";"+";"-";"Son courage pallie (E+à ce)qu'il est plus petit"
"92";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"parer";"-";"+";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"+";"+";"+";"+";"-";"Max pare à ce qu'il risque de manquer de vin"
"93";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"parvenir";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"Max est parvenu à ce que tout soit en ordre"
"94";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"peiner";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"Max peine à(ce que tout soit en ordre+tout nettoyer)"
"95";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"pencher";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Max penche à ce que Léa parte"
"96";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"penser";"-";"+";"-";"-";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"-";"+";"-";"+";"-";"-";"Max a pensé à ce qu'il allait être en vacances et qu'il devrait partir"
"97";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"penser";"-";"+";"-";"+";"+";"-";"+";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"+";"+";"-";"-";"Max a pensé à ce que tout soit en ordre"
"98";"~";"~";"~";"~";"~";"ne";"-";"-";"+";"penser";"+";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max n'a pas pensé à fermer la porte"
"99";"~";"~";"~";"~";"~";"<E>";"-";"-";"-";"penser";"-";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max pense à divorcer"
"100";"+";"-";"-";"-";"-";"se";"+";"-";"-";"plaire";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"Léa se plaît à tout embrouiller"
"101";"+";"+";"+";"-";"+";"<E>";"-";"-";"-";"pourvoir";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"Max pourvoit à ce que Luc ne manque de rien"
"102";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"prétendre";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"Max prétend à ce que Luc le respecte"
"103";"+";"-";"-";"-";"-";"se";"+";"-";"-";"prêter";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"Max se prête à ce que Léa s'amuse"
"104";"+";"-";"-";"-";"-";"s'en";"+";"+";"-";"rapporter";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"Max s'en rapporte à ce que Luc viendra"
"105";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"réagir";"-";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"+";"-";"Max a réagi brutalement à ce qu'on l'engueule"
"106";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"réchapper";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"+";"Max a réchappé à ce qu'Ida vienne"
"107";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"rechigner";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"Max rechigne à ce que Léa vienne"
"108";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"recourir";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"+";"+";"+";"-";"Max a recouru à ce que sa femme travaille"
"109";"~";"~";"~";"~";"~";"se";"+";"-";"-";"référer";"-";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est référé plusieurs fois à ce que la situation était critique"
"110";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"réfléchir";"-";"+";"-";"-";"+";"-";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"+";"+";"+";"-";"Max réfléchit à ce qu'Ida pourrait arriver"
"111";"~";"~";"~";"~";"~";"<E>";"-";"-";"-";"réfléchir";"-";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max réfléchit à se présenter aux élection"
"112";"+";"-";"-";"-";"-";"se";"+";"-";"-";"refuser";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"Max s'est refusé à ce que Ida vienne"
"113";"~";"~";"~";"~";"~";"se";"+";"-";"-";"régaler";"-";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est régalé à voir ces spectacles"
"114";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"regarder";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"Max regarde à ce que tout soit en ordre"
"115";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"regarder";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"Max regarde à changer une voiture"
"116";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"regimber";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"Max regimbe à laver la vaisselle"
"117";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"remédier";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"+";"-";"Max a remédié à ça que la voiture était en panne"
"118";"+";"-";"-";"-";"-";"s'en";"+";"+";"-";"remettre";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"Max s'en remet à ce que Léa fera la vaisselle"
"119";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"renâcler";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"Max renâcle à ce que Léa vienne"
"120";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"renoncer";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"Max renonce à ce que Léa vienne"
"121";"-";"+";"+";"-";"-";"<E>";"-";"-";"-";"répondre";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"-";"-";"Cette loi répond à ce que les gens sont mécontents"
"122";"~";"~";"~";"~";"~";"<E>";"-";"-";"-";"répondre";"-";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max répond à la gentillesse d'Ida"
"123";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"répugner";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"Max répugne à ce que Léa s'en aille"
"124";"~";"~";"~";"~";"~";"se";"+";"-";"-";"résigner";"-";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est résigné à ce que Léa revienne"
"125";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"résister";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"-";"+";"+";"+";"Max résiste à reprendre un verre"
"126";"~";"~";"~";"~";"~";"se";"+";"-";"-";"résoudre";"-";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Toute son activité se résoud à répondre au téléphone"
"127";"+";"-";"-";"-";"-";"en";"-";"+";"-";"rester";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"Max en est resté à ce que les hommes portent melon"
"128";"+";"+";"+";"+";"-";"<E>";"-";"-";"-";"réussir";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"Max a réussi à ce que tout soit en ordre"
"129";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"rêvasser";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"+";"+";"+";"-";"Max rêvasse à ce que Léa reviendra"
"130";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"rêver";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"+";"+";"+";"-";"Max rêve à ce que son projet réussisse"
"131";"+";"-";"-";"-";"-";"se";"+";"-";"-";"risquer";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"Max s'est risqué à ce que Léa vienne"
"132";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"satisfaire";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"+";"-";"Ce texte satisfait à ce que les écrits officiels doivent être formulés ainsi"
"133";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"songer";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"+";"+";"-";"Max songe à prendre des vacances"
"134";"~";"~";"~";"~";"~";"ne";"-";"-";"+";"songer";"+";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max n'a pas songé à fermer la porte"
"135";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"sourire";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"+";"+";"-";"Luc sourit à l'idée que Max vienne"
"136";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"souscrire";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"Max souscrit à ce que Léa soit membre"
"137";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"subvenir";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"Max subvient à ce que ses enfants vivent"
"138";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"succéder";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"Avoir le cancer succède à fumer trop"
"139";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"succomber";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"Max a succombé à ce que Léa est partie"
"140";"~";"~";"~";"~";"~";"<E>";"-";"-";"-";"suer";"-";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max sue à ce que tout soit en ordre"
"141";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"surseoir";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"Le tribunal sursoit à ce que le jugement soit exécuté"
"142";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"survivre";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"+";"+";"-";"-";"+";"+";"+";"+";"+";"-";"-";"Max a survécu à ce que Léa revienne"
"143";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"tâcher";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"Max tâche à ce que tout soit en ordre"
"144";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"tendre";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"Ces mesures tendent à ce que la situation s'améliore"
"145";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"tenir";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"Max tient à ce que Marie vienne"
"146";"-";"+";"+";"-";"+";"<E>";"-";"-";"-";"tenir";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"Que Marie vienne tient à ce que Paul est parti"
"147";"+";"-";"-";"-";"-";"s'en";"+";"+";"-";"tenir";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"Max s'en tient à ce que tout fonctionne"
"148";"~";"~";"~";"~";"~";"se";"+";"-";"-";"tenir";"-";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max se tient à ce que Flo parte"
"149";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"tergiverser";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"Max tergiverse à ce que Léa parte ou non"
"150";"-";"+";"+";"-";"+";"<E>";"-";"-";"-";"toucher";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"+";"+";"+";"-";"Ceci touche à la défense nationale"
"151";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"traîner";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Max traîne à ce que tout soit en ordre"
"152";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"travailler";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"Max travaille à ce(que tout fonctionne+projet)"
"153";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"trimer";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"Max trime à ce que tout fonctionne"
"154";"+";"-";"-";"-";"-";"se";"+";"-";"-";"tuer";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"Max se tue à ce que tout fonctionne"
"155";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"turbiner";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"Max turbine à ce que tout fonctionne"
"156";"~";"~";"~";"~";"~";"<E>";"-";"-";"-";"usiner";"-";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Les gens usinent à tout remettre en ordre"
"157";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"veiller";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"Max veille à ce que tout fonctionne"
"158";"+";"-";"-";"-";"-";"en";"-";"+";"-";"venir";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"Max en viendra à ce qu'il ne travaillera plus"
"159";"~";"~";"~";"~";"~";"<E>";"-";"-";"-";"venir";"-";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max viendra à (faire du sport + cette solution) "
"160";"+";"+";"+";"-";"-";"<E>";"-";"-";"-";"viser";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"(Max+cette mesure) vise à ce que tout fonctionne"
"161";"+";"-";"-";"-";"-";"<E>";"-";"-";"-";"voir";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"Max voit à ce que tout fonctionne"

